,Unnamed: 0,userId,movieId,rating,timestamp
0,0,44,87430,5.0,1489523374
1,1,44,65682,5.0,1489523400
2,2,44,99112,5.0,1489523376
3,3,44,86644,5.0,1489523410
4,4,44,73321,5.0,1489523269
5,5,71,380,5.0,1482966654
6,6,71,590,5.0,1482966653
7,7,71,3408,5.0,1482966741
8,8,71,457,5.0,1482966706
9,9,71,150,5.0,1482966703
10,10,78,88672,5.0,1498275696
11,11,78,58154,5.0,1498276134
12,12,78,101088,5.0,1498275662
13,13,78,91104,5.0,1498277796
14,14,78,98203,5.0,1498277810
15,15,93,7316,5.0,1496530826
16,16,93,6332,5.0,1496530788
17,17,93,176211,5.0,1502044640
18,18,93,4642,5.0,1502044238
19,19,93,105869,5.0,1496549475
20,20,142,74754,5.0,1490508663
21,21,142,1587,5.0,1490325648
22,22,142,8917,5.0,1490326694
23,23,142,1517,5.0,1490509129
24,24,142,3671,5.0,1490327056
25,25,219,4062,5.0,1514096671
26,26,219,3100,5.0,1514096605
27,27,219,1269,5.0,1514096539
28,28,219,1285,5.0,1514096428
29,29,219,3105,5.0,1514096134
30,30,235,202,5.0,1513501246
31,31,235,71205,5.0,1513501242
32,32,235,3977,5.0,1512712074
33,33,235,2413,5.0,1513480669
34,34,235,3882,5.0,1512712388
35,35,275,79879,5.0,1517619633
36,36,275,85412,5.0,1517619585
37,37,275,157340,5.0,1517619564
38,38,275,158830,5.0,1517619920
39,39,275,160569,5.0,1517619588
40,40,282,5072,5.0,1483695484
41,41,282,116905,5.0,1483695461
42,42,282,55167,5.0,1483695820
43,43,282,37857,5.0,1483696179
44,44,282,114552,5.0,1483696133
45,45,327,4052,5.0,1499174982
46,46,327,1586,5.0,1499174512
47,47,327,172,5.0,1499175585
48,48,327,135518,5.0,1499178215
49,49,327,832,5.0,1499174360
50,50,355,99470,5.0,1534194064
51,51,355,112818,5.0,1534194053
52,52,355,34323,5.0,1534194294
53,53,355,724,5.0,1535323523
54,54,355,56339,5.0,1535323519
55,55,388,2245,5.0,1504732932
56,56,388,5449,5.0,1504733633
57,57,388,2407,5.0,1504732063
58,58,388,1876,5.0,1504732130
59,59,388,3755,5.0,1504136835
60,60,406,54341,5.0,1477191264
61,61,406,158336,5.0,1477193506
62,62,406,2596,5.0,1477190845
63,63,406,62439,5.0,1477189921
64,64,406,89678,5.0,1477192818
65,65,460,31184,5.0,1482759178
66,66,460,110407,5.0,1482758433
67,67,460,58297,5.0,1482766353
68,68,460,162594,5.0,1482751535
69,69,460,51091,5.0,1482759053
70,70,475,122914,5.0,1528719659
71,71,475,111364,5.0,1528719197
72,72,475,169984,5.0,1528719422
73,73,475,6383,5.0,1528719451
74,74,475,72378,5.0,1528719325
75,75,478,1299,5.0,1493653816
76,76,478,1127,5.0,1493653776
77,77,478,1263,5.0,1493653748
78,78,478,1676,5.0,1493653848
79,79,478,49530,5.0,1493653813
80,80,606,165219,5.0,1484431941
81,81,606,82854,5.0,1479938203
82,82,606,108689,5.0,1527376092
83,83,606,8526,5.0,1477429255
84,84,606,165947,5.0,1480242976
85,85,650,5669,5.0,1512758843
86,86,650,4308,5.0,1512758837
87,87,650,30707,5.0,1512758849
88,88,650,68358,5.0,1512758833
89,89,650,8874,5.0,1512758742
90,90,653,3520,5.0,1511269888
91,91,653,3924,5.0,1511271869
92,92,653,7227,5.0,1512395178
93,93,653,39931,5.0,1494796750
94,94,653,122741,5.0,1511271864
95,95,704,106082,5.0,1499138203
96,96,704,127833,5.0,1499139013
97,97,704,163807,5.0,1499139213
98,98,704,50703,5.0,1499138432
99,99,704,4557,5.0,1499145618
100,100,709,996,5.0,1496089214
101,101,709,1831,5.0,1496088925
102,102,709,1920,5.0,1496089182
103,103,709,23,5.0,1496089163
104,104,709,90888,5.0,1483881036
105,105,713,5049,5.0,1486852349
106,106,713,4344,5.0,1486852916
107,107,713,1129,5.0,1486852357
108,108,713,1608,5.0,1486852762
109,109,713,442,5.0,1486852913
110,110,737,3175,5.0,1493002659
111,111,737,103335,5.0,1493003057
112,112,737,33004,5.0,1493002655
113,113,737,135569,5.0,1493003059
114,114,737,1307,5.0,1493002989
115,115,755,48082,5.0,1500005515
116,116,755,1921,5.0,1516302741
117,117,755,4873,5.0,1516302367
118,118,755,52885,5.0,1516301703
119,119,755,7099,5.0,1516301382
120,120,901,25995,5.0,1514197331
121,121,901,26005,5.0,1514197338
122,122,901,26012,5.0,1514197340
123,123,901,32387,5.0,1514196802
124,124,901,68522,5.0,1494079623
125,125,910,97388,5.0,1534249555
126,126,910,446,5.0,1534249553
127,127,910,1960,5.0,1534249320
128,128,910,2565,5.0,1534248116
129,129,910,179133,5.0,1534249652
130,130,919,3178,5.0,1512301899
131,131,919,3654,5.0,1512228352
132,132,919,1805,5.0,1512301803
133,133,919,130576,5.0,1512227321
134,134,919,7235,5.0,1512228331
135,135,952,170357,5.0,1509317295
136,136,952,3301,5.0,1509317746
137,137,952,81932,5.0,1509318061
138,138,952,40819,5.0,1509318072
139,139,952,3753,5.0,1509317451
140,140,956,112183,5.0,1496363467
141,141,956,595,5.0,1496279808
142,142,956,79091,5.0,1496363417
143,143,956,588,5.0,1496279788
144,144,956,115617,5.0,1496362820
145,145,967,6914,5.0,1516751108
146,146,967,98911,5.0,1517799727
147,147,967,128538,5.0,1516751145
148,148,967,140144,5.0,1517799586
149,149,967,182547,5.0,1518754629
150,150,988,69757,5.0,1491398073
151,151,988,6934,5.0,1491399964
152,152,988,5218,5.0,1491399956
153,153,988,96079,5.0,1491399874
154,154,988,33493,5.0,1491399953
155,155,990,122916,5.0,1513602061
156,156,990,176371,5.0,1513602051
157,157,990,122918,5.0,1513602063
158,158,990,168252,5.0,1513602058
159,159,990,33794,5.0,1513602035
160,160,997,93855,5.0,1529267746
161,161,997,102666,5.0,1529265184
162,162,997,175303,5.0,1529249433
163,163,997,166024,5.0,1529241893
164,164,997,179819,5.0,1529249383
165,165,1034,1370,5.0,1519071833
166,166,1034,3994,5.0,1519071599
167,167,1034,81564,5.0,1519071617
168,168,1034,500,5.0,1519072692
169,169,1034,103335,5.0,1519071508
170,170,1039,152077,5.0,1504020853
171,171,1039,94864,5.0,1504020804
172,172,1039,114935,5.0,1504020684
173,173,1039,139644,5.0,1504020959
174,174,1039,104879,5.0,1504020978
175,175,1101,930,5.0,1496024837
176,176,1101,5464,5.0,1496025114
177,177,1101,3435,5.0,1496024836
178,178,1101,1393,5.0,1496025541
179,179,1101,3481,5.0,1496024440
180,180,1141,2352,5.0,1501381470
181,181,1141,3095,5.0,1501360722
182,182,1141,1955,5.0,1501381321
183,183,1141,1674,5.0,1501360502
184,184,1141,1962,5.0,1501360506
185,185,1149,59256,5.0,1501369164
186,186,1149,2439,5.0,1502140613
187,187,1149,81512,5.0,1502112881
188,188,1149,40614,5.0,1501368683
189,189,1149,65567,5.0,1501549491
190,190,1176,39292,5.0,1500186721
191,191,1176,1223,5.0,1500186907
192,192,1176,38038,5.0,1500186701
193,193,1176,1617,5.0,1500186813
194,194,1176,1954,5.0,1500186914
195,195,1186,349,5.0,1488302364
196,196,1186,368,5.0,1488302056
197,197,1186,2431,5.0,1488301812
198,198,1186,2002,5.0,1488302130
199,199,1186,2340,5.0,1488301877
200,200,1223,2369,5.0,1537061423
201,201,1223,1077,5.0,1537061854
202,202,1223,2973,5.0,1537062037
203,203,1223,6993,5.0,1537061833
204,204,1223,1953,5.0,1537061828
205,205,1228,43832,5.0,1516055201
206,206,1228,119218,5.0,1498936504
207,207,1228,671,5.0,1483746793
208,208,1228,120827,5.0,1498936522
209,209,1228,3265,5.0,1483648058
210,210,1238,431,5.0,1516733905
211,211,1238,55765,5.0,1495914455
212,212,1238,67255,5.0,1498344474
213,213,1238,104211,5.0,1515956670
214,214,1238,112290,5.0,1514063230
215,215,1241,8810,5.0,1536983777
216,216,1241,3977,5.0,1536983335
217,217,1241,6564,5.0,1536983824
218,218,1241,4728,5.0,1536983847
219,219,1241,3882,5.0,1536983715
220,220,1288,168498,5.0,1525377886
221,221,1288,166558,5.0,1525377853
222,222,1288,329,5.0,1525377670
