,rating,account_id,deal_id,UnixTime,time
0,5.0,A11EEORKD4H8CC,0002252317,1520467200,2018-03-08
1,5.0,A11EEORKD4H8CC,031603438X,1520467200,2018-03-08
2,5.0,A11EEORKD4H8CC,0316693286,1520467200,2018-03-08
3,5.0,A11EEORKD4H8CC,0316693235,1520467200,2018-03-08
4,5.0,A11EEORKD4H8CC,0316693251,1520467200,2018-03-08
5,5.0,A7A3DE2CO3J1D,0002252317,1512345600,2017-12-04
6,5.0,A7A3DE2CO3J1D,0143142372,1512345600,2017-12-04
7,5.0,A7A3DE2CO3J1D,0399137424,1512345600,2017-12-04
8,5.0,A7A3DE2CO3J1D,0399151397,1512345600,2017-12-04
9,5.0,A7A3DE2CO3J1D,039914613X,1512345600,2017-12-04
10,5.0,A7A3DE2CO3J1D,0399162380,1512345600,2017-12-04
11,5.0,A3IH73YPH07FTP,0002252317,1507593600,2017-10-10
12,5.0,A3IH73YPH07FTP,0316069515,1519862400,2018-03-01
13,5.0,A3IH73YPH07FTP,0316154059,1516320000,2018-01-19
14,5.0,A3IH73YPH07FTP,0316154601,1516492800,2018-01-21
15,5.0,A3IH73YPH07FTP,0316154067,1520208000,2018-03-05
16,5.0,A3IH73YPH07FTP,0316152196,1515888000,2018-01-14
17,5.0,A3IH73YPH07FTP,0316225940,1514505600,2017-12-29
18,5.0,A3IH73YPH07FTP,0316693200,1511654400,2017-11-26
19,5.0,A3IH73YPH07FTP,0385323719,1501027200,2017-07-26
20,5.0,A3IH73YPH07FTP,0399593489,1510185600,2017-11-09
21,5.0,A3IH73YPH07FTP,0525955119,1506556800,2017-09-28
22,5.0,A3IH73YPH07FTP,1496406176,1523404800,2018-04-11
23,5.0,A3IH73YPH07FTP,1501140086,1521936000,2018-03-25
24,5.0,A3IH73YPH07FTP,1616956046,1508716800,2017-10-23
25,5.0,A3IH73YPH07FTP,0316412694,1528329600,2018-06-07
26,5.0,A3CGXAFOEGHNBB,0002252317,1506556800,2017-09-28
27,5.0,A3CGXAFOEGHNBB,0316693286,1506556800,2017-09-28
28,5.0,A3CGXAFOEGHNBB,0316693235,1506556800,2017-09-28
29,5.0,A3CGXAFOEGHNBB,0316693251,1506556800,2017-09-28
30,5.0,AT7S781RR4M2A,0002252317,1503532800,2017-08-24
31,5.0,AT7S781RR4M2A,0316693286,1503532800,2017-08-24
32,5.0,AT7S781RR4M2A,0316693235,1503532800,2017-08-24
33,5.0,AT7S781RR4M2A,0316693251,1503532800,2017-08-24
34,5.0,A1UBF65JZ0B1KY,0002252317,1499472000,2017-07-08
35,5.0,A1UBF65JZ0B1KY,0399576452,1499126400,2017-07-04
36,5.0,A1UBF65JZ0B1KY,1476778124,1502755200,2017-08-15
37,5.0,A1UBF65JZ0B1KY,1503951634,1525046400,2018-04-30
38,5.0,A1UBF65JZ0B1KY,1681775077,1519948800,2018-03-02
39,5.0,A3JQE6T2G9SK72,0002252317,1499126400,2017-07-04
40,5.0,A3JQE6T2G9SK72,0316693235,1501113600,2017-07-27
41,5.0,A3JQE6T2G9SK72,0316693251,1501113600,2017-07-27
42,5.0,A3M744ACHT1HGN,0002252317,1521763200,2018-03-23
43,5.0,A3M744ACHT1HGN,0316693286,1521763200,2018-03-23
44,5.0,A3M744ACHT1HGN,0316693235,1521763200,2018-03-23
45,5.0,A1H453APNG1HRZ,0002259842,1521763200,2018-03-23
46,5.0,A1H453APNG1HRZ,0062120409,1515801600,2018-01-13
47,5.0,A1H453APNG1HRZ,0345803787,1510272000,2017-11-10
48,5.0,A1H453APNG1HRZ,0399586687,1520208000,2018-03-05
49,5.0,A1H453APNG1HRZ,1250130921,1515456000,2018-01-09
50,5.0,A1H453APNG1HRZ,148478801X,1506988800,2017-10-03
51,5.0,A1H453APNG1HRZ,1501144383,1502668800,2017-08-14
52,5.0,A1H453APNG1HRZ,1501153196,1526342400,2018-05-15
53,5.0,A3MAPGWL7DO6FC,0002259842,1515801600,2018-01-13
54,5.0,A3MAPGWL7DO6FC,0062306812,1515801600,2018-01-13
55,5.0,A3MAPGWL7DO6FC,0307989909,1515801600,2018-01-13
56,5.0,A3MAPGWL7DO6FC,0735213186,1515801600,2018-01-13
57,5.0,A3B4F5XL8ZSL3K,0006415008,1504483200,2017-09-04
58,5.0,A3B4F5XL8ZSL3K,1503943372,1505952000,2017-09-21
59,5.0,A3B4F5XL8ZSL3K,1503943550,1507248000,2017-10-06
60,5.0,A10LTQLB8DBUNJ,0006415008,1503792000,2017-08-27
61,5.0,A10LTQLB8DBUNJ,0140501738,1503792000,2017-08-27
62,5.0,A10LTQLB8DBUNJ,0671456547,1510963200,2017-11-18
63,5.0,A10LTQLB8DBUNJ,0757003931,1503792000,2017-08-27
64,5.0,A2K931HNEIMWOK,0007174640,1523232000,2018-04-09
65,5.0,A2K931HNEIMWOK,0316228532,1523232000,2018-04-09
66,5.0,A2K931HNEIMWOK,0439064864,1523232000,2018-04-09
67,5.0,A2K931HNEIMWOK,0439358078,1523232000,2018-04-09
68,5.0,A2K931HNEIMWOK,1101934735,1523491200,2018-04-12
69,5.0,AVC4MQK9EYBQZ,0007174640,1506729600,2017-09-30
70,5.0,AVC4MQK9EYBQZ,0060283149,1506729600,2017-09-30
71,5.0,AVC4MQK9EYBQZ,144947425X,1506729600,2017-09-30
72,5.0,A7OM711Q1OTNX,0007221061,1500681600,2017-07-22
73,5.0,A7OM711Q1OTNX,0062473352,1503619200,2017-08-25
74,5.0,A7OM711Q1OTNX,0147520762,1506038400,2017-09-22
75,5.0,A7OM711Q1OTNX,0307747441,1512086400,2017-12-01
76,5.0,A7OM711Q1OTNX,0307881393,1500422400,2017-07-19
77,5.0,A7OM711Q1OTNX,0399593489,1510272000,2017-11-10
78,5.0,A7OM711Q1OTNX,0760339368,1507507200,2017-10-09
79,5.0,A7OM711Q1OTNX,1250043182,1510876800,2017-11-17
80,5.0,A7OM711Q1OTNX,1610398297,1524441600,2018-04-23
81,5.0,A7OM711Q1OTNX,0062834827,1531958400,2018-07-19
82,5.0,ABDI0ZGWE4D53,0007221061,1521590400,2018-03-21
83,5.0,ABDI0ZGWE4D53,0060787120,1521590400,2018-03-21
84,5.0,ABDI0ZGWE4D53,0062250787,1521590400,2018-03-21
85,5.0,ABDI0ZGWE4D53,1596068159,1521590400,2018-03-21
86,5.0,ABDI0ZGWE4D53,1596068442,1521590400,2018-03-21
87,5.0,ABDI0ZGWE4D53,1596067691,1521590400,2018-03-21
88,5.0,A1V57MDV31HK26,0007459238,1500595200,2017-07-21
89,5.0,A1V57MDV31HK26,0062439073,1500508800,2017-07-20
90,5.0,A1V57MDV31HK26,0062469835,1507161600,2017-10-05
91,5.0,A1V57MDV31HK26,0062465589,1506902400,2017-10-02
92,5.0,A1V57MDV31HK26,0062443275,1512345600,2017-12-04
93,5.0,A1V57MDV31HK26,006257258X,1520121600,2018-03-04
94,5.0,A1V57MDV31HK26,0312364083,1501286400,2017-07-29
95,5.0,A1V57MDV31HK26,0399583319,1500508800,2017-07-20
96,5.0,A1V57MDV31HK26,0399583114,1504915200,2017-09-09
97,5.0,A1V57MDV31HK26,0425284379,1519516800,2018-02-25
98,5.0,A1V57MDV31HK26,0451476204,1524268800,2018-04-21
99,5.0,A1V57MDV31HK26,0735213186,1522713600,2018-04-03
100,5.0,A1V57MDV31HK26,0765382431,1505433600,2017-09-15
101,5.0,A1V57MDV31HK26,1101985380,1519862400,2018-03-01
102,5.0,A1V57MDV31HK26,1250115493,1524873600,2018-04-28
103,5.0,A1V57MDV31HK26,1250122465,1502409600,2017-08-11
104,5.0,A1V57MDV31HK26,1478970782,1503360000,2017-08-22
105,5.0,A1V57MDV31HK26,149264661X,1517702400,2018-02-04
106,5.0,A1V57MDV31HK26,1501121545,1512345600,2017-12-04
107,5.0,A1V57MDV31HK26,1501118455,1507075200,2017-10-04
108,5.0,A1V57MDV31HK26,1501143204,1503619200,2017-08-25
109,5.0,A1V57MDV31HK26,150112546X,1501372800,2017-07-30
110,5.0,A1V57MDV31HK26,1501139231,1517097600,2018-01-28
111,5.0,A1V57MDV31HK26,1501144383,1502323200,2017-08-10
112,5.0,A1V57MDV31HK26,1501161245,1503100800,2017-08-19
113,5.0,A1V57MDV31HK26,1501172093,1519430400,2018-02-24
114,5.0,A1V57MDV31HK26,1501154923,1524528000,2018-04-24
115,5.0,A1V57MDV31HK26,1525811401,1507161600,2017-10-05
116,5.0,A1V57MDV31HK26,0062437216,1517961600,2018-02-07
117,5.0,A1V57MDV31HK26,1631521942,1513555200,2017-12-18
118,5.0,A1V57MDV31HK26,1631523066,1518134400,2018-02-09
119,5.0,A1V57MDV31HK26,1633883558,1515110400,2018-01-05
120,5.0,A1V57MDV31HK26,0062390821,1526947200,2018-05-22
121,5.0,A1V57MDV31HK26,1501156217,1527897600,2018-06-02
122,5.0,A1V57MDV31HK26,1501187473,1526601600,2018-05-18
123,5.0,A1V57MDV31HK26,1503902560,1532649600,2018-07-27
124,5.0,A1V57MDV31HK26,1503901033,1535155200,2018-08-25
125,5.0,A1UN78RQ7OK0EG,0007459238,1523404800,2018-04-11
126,5.0,A1UN78RQ7OK0EG,0062060554,1523404800,2018-04-11
127,5.0,A1UN78RQ7OK0EG,0345533992,1523664000,2018-04-14
128,5.0,A1UN78RQ7OK0EG,0385730284,1523404800,2018-04-11
129,5.0,A1UN78RQ7OK0EG,0525589929,1522454400,2018-03-31
130,5.0,A1UN78RQ7OK0EG,0986093432,1522454400,2018-03-31
131,5.0,A1UN78RQ7OK0EG,149264661X,1522454400,2018-03-31
132,5.0,AOU6VAU9V6QLH,0007459238,1515369600,2018-01-08
133,5.0,AOU6VAU9V6QLH,0440228085,1514505600,2017-12-29
134,5.0,AOU6VAU9V6QLH,054402883X,1522368000,2018-03-30
135,5.0,AOU6VAU9V6QLH,0991126904,1509667200,2017-11-03
136,5.0,AOU6VAU9V6QLH,1501156209,1503446400,2017-08-23
137,5.0,A25ZNU1RCI7LZB,0008156565,1524614400,2018-04-25
138,5.0,A25ZNU1RCI7LZB,030788743X,1524873600,2018-04-28
139,5.0,A25ZNU1RCI7LZB,0316508330,1524873600,2018-04-28
140,5.0,A25ZNU1RCI7LZB,0399546596,1524614400,2018-04-25
141,5.0,A25ZNU1RCI7LZB,1250079209,1524873600,2018-04-28
142,5.0,A25ZNU1RCI7LZB,1250095255,1524614400,2018-04-25
143,5.0,A2D9XR8XO8UNLN,0008179972,1517097600,2018-01-28
144,5.0,A2D9XR8XO8UNLN,0062658808,1517011200,2018-01-27
145,5.0,A2D9XR8XO8UNLN,0399584021,1517011200,2018-01-27
146,5.0,A2D9XR8XO8UNLN,0425287599,1517011200,2018-01-27
147,5.0,A2D9XR8XO8UNLN,0553496646,1517097600,2018-01-28
148,5.0,A2D9XR8XO8UNLN,081298840X,1517097600,2018-01-28
149,5.0,A2D9XR8XO8UNLN,1250095255,1517011200,2018-01-27
150,5.0,A2NR7C0HDSF2I8,0008179972,1515110400,2018-01-05
151,5.0,A2NR7C0HDSF2I8,0147514533,1510963200,2017-11-18
152,5.0,A2NR7C0HDSF2I8,1250051444,1510963200,2017-11-18
153,5.0,A2NR7C0HDSF2I8,1400033918,1510099200,2017-11-08
154,5.0,A2WGXY5PB03MHU,0008179972,1505260800,2017-09-13
155,5.0,A2WGXY5PB03MHU,0062003259,1505692800,2017-09-18
156,5.0,A2WGXY5PB03MHU,0062385461,1508457600,2017-10-20
157,5.0,A2WGXY5PB03MHU,0552573744,1505260800,2017-09-13
158,5.0,A2WGXY5PB03MHU,0805099239,1516060800,2018-01-16
159,5.0,A33OB15X75TW4D,0008179972,1505260800,2017-09-13
160,5.0,A33OB15X75TW4D,0316228532,1501718400,2017-08-03
161,5.0,A33OB15X75TW4D,038568231X,1515542400,2018-01-10
162,5.0,A33OB15X75TW4D,0763655597,1517961600,2018-02-07
